university,career,inscription_date,first_name,last_name,gender,age,location,email
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Nov/27,Abigail,brown,F,48,Grand-bourg,Bentonheather@gmail.com
-universidad-abierta-interamericana,Farmacia,20/Oct/17,Samantha,horton,F,0,Estela,Wheelerann@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Oct/28,Margaret,wilson,F,53,Bajo-de-los-huesos,Wgraham@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,21/Jan/14,Madison,harris,F,52,El-retiro,Catherinedonovan@gmail.com
-universidad-abierta-interamericana,Ingeniería-en-informática,21/Jan/02,Richard,ponce,M,20,Aguirrezabala,Xfaulkner@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Nov/09,Pamela,evans,F,0,Garin,Allison18@yahoo.com
-universidad-abierta-interamericana,Contador-público-,20/Oct/03,Laura,garcia,F,19,Ceres,Christinalarson@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Nov/18,Jason,nelson,M,69,Cañada-seca,Heather48@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Dec/30,James,hayes,M,7,Algarrobitos-1ro,Martingiles@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Nov/30,Chad,martinez,M,12,Bañado-verde,Lauren17@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,21/Jan/29,Paul,page,M,43,Del-viso,Henry96@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Dec/28,Mrs.,lori,F,86,La-viticola,Kathrynschwartz@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Oct/15,Ronald,lewis,M,70,Centinela,Bobby71@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Oct/25,Jessica,miles,F,77,Dina-huapi,Crystal05@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Jan/01,Dr.,stephen,M,14,Porvenir,John83@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Dec/12,Sherri,diaz,F,53,Frigorifico-cap,Elizabeth22@hotmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Sep/29,Cindy,campbell,F,1,Alvarez,Mercadoangel@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Nov/26,Nicholas,ferguson,M,88,Estancia-santa-catalina,Oliverjohn@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,21/Jan/03,Jonathan,smith,M,27,Grutly,Scottkurt@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Dec/04,Tracey,moore,F,56,Longchamps,Carolinemccall@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/09,Lynn,reed,F,15,Acerillos,Krystaldixon@gmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Dec/13,Vincent,valdez,M,12,Agua-colorada,Brownjeffrey@gmail.com
-universidad-abierta-interamericana,Agronomía,21/Jan/12,Kyle,cardenas,M,37,Colonia-abate,Cabbott@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,20/Sep/16,Christopher,fox,M,5,20-de-febrero,Richardcoleman@yahoo.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Sep/22,Erin,rodriguez,F,44,La-tranca,Uthomas@hotmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Dec/11,James,ramos,M,17,Cortaderas,Joseph20@yahoo.com
-universidad-abierta-interamericana,Actuario-,20/Oct/03,Michelle,wilson,F,70,Barrio-el-tontal,Gnewton@hotmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Oct/17,Robyn,terrell,F,19,Alto-jaguel,Dawn14@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Nov/02,Tyler,lamb,M,7,9-de-julio,Kingtracy@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Nov/30,Samantha,green,F,6,B-los-aromos-san-patricio,Rick81@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Jan/05,Andrew,johnson,M,11,Granadero-baigorria,Smallvanessa@yahoo.com
-universidad-abierta-interamericana,Medicina,21/Jan/01,Chris,lester,M,86,Cascada,Moonvictoria@hotmail.com
-universidad-abierta-interamericana,Actuario-,20/Dec/18,Joshua,houston,M,39,Coronel-pringles,Teresa54@hotmail.com
-universidad-abierta-interamericana,Diseño-industrial,20/Dec/02,Yolanda,terrell,F,5,Otto-bemberg,Katrinasutton@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Oct/07,Donna,warner,F,39,Colonia-bombal-y-tabanera,Lopezjon@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,21/Jan/29,Matthew,steele,M,12,Desvio-kilometro-234,John94@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Sep/08,Stephanie,ramirez,F,45,Balcosna,Lori85@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,21/Jan/18,Laura,frey,F,95,Diamante,Teresastevens@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Oct/21,Nicole,warren,F,13,Capihuas,Derrickarmstrong@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Oct/21,Joshua,cordova,M,4,Aldea-san-antonio,Jason55@hotmail.com
-universidad-abierta-interamericana,Medicina,21/Jan/11,Jason,hunt,M,92,Emilio-lamarca,Nosborn@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Nov/17,Thomas,rodriguez,M,69,Kilometro-184,Lindseyphillips@hotmail.com
-universidad-abierta-interamericana,Ciencias-veterinarias,21/Jan/01,Rodney,diaz,M,6,Gobernador-benegas,Rhondahall@gmail.com
-universidad-abierta-interamericana,Diseño-industrial,20/Oct/17,Robert,chen,M,31,Meson-de-fierro,Andreanichols@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Sep/17,Sherry,williams,F,15,Belgrano,Lindacummings@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Nov/17,Angelica,alvarado,F,49,Agua-de-castilla,Williamsvanessa@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Oct/01,Ann,allen,F,43,17-de-agosto,Marybrown@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,20/Oct/15,Mrs.,dana,F,45,Centinela,Xadams@hotmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Nov/26,Amber,hamilton,F,39,Amuschina,Gregoryhughes@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Dec/28,Robert,schwartz,M,25,Glew,Harrisonmatthew@yahoo.com
-universidad-abierta-interamericana,Agronomía,20/Nov/23,Patrick,murray,M,92,La-chilca,Jennifer21@yahoo.com
-universidad-abierta-interamericana,Contador-público-,20/Sep/24,Cathy,carrillo,F,16,Asturias,Randy46@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Sep/02,Dustin,kelly,M,29,Lomas-del-mirador,Rachel26@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Oct/01,Jordan,woods,M,37,Colonia-abate,Brandoncastillo@hotmail.com
-universidad-abierta-interamericana,Bioquímica,20/Dec/20,Paula,barnes,F,86,La-querencia,Davidlisa@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Sep/08,Marcus,russell,M,30,Valentin-alsina,Yvonnewolfe@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/09,Brian,richards,M,34,Ingeniero-balbin,Gabrieljones@gmail.com
-universidad-abierta-interamericana,Actuario-,20/Dec/09,Jason,obrien,M,62,Altona,Sherrishaw@hotmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Sep/18,Stephanie,lewis,F,76,Agote,Thensley@hotmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Dec/14,Renee,frost,F,78,Bagual,Jacquelinejohnson@hotmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/20,Phillip,gutierrez,M,44,Colonia-baron,Palmertiffany@yahoo.com
-universidad-abierta-interamericana,Farmacia,21/Jan/10,Sara,parker,F,92,Gobernador-duval,William27@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Sep/17,Samuel,pierce,M,54,Barrientos,Moorekaitlyn@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,21/Jan/19,Joshua,lane,M,7,Colonia-cunci,Randyjoseph@gmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/16,Brian,sanchez,M,53,Alto-del-puesto,Williamschristine@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Oct/25,Felicia,simon,F,12,Bajo-de-los-huesos,Tiffany74@yahoo.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Sep/26,Debra,smith,F,15,Caminera-samborombon,Darrell04@gmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Oct/07,Morgan,barrera,F,24,Armstrong,Moondaniel@hotmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Dec/11,Richard,strong,M,26,Arroyo-quillen,Reginaespinoza@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,21/Jan/19,Dawn,weaver,F,2,Alagon,Hrichards@hotmail.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Dec/13,Eric,harrison,M,17,Arroyo-de-la-cruz,Cabrerajoel@yahoo.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Oct/13,Rachel,brown,F,57,Albarracin,Kaylabrown@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Sep/18,Hannah,williamson,F,37,Alongo,Gallagherluis@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Jan/09,Justin,harmon,M,3,Aparzo,Robert87@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/31,Christopher,woods,M,61,La-florencia,Epeters@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Nov/08,Allison,hughes,F,45,Colonia-devoto,Flopez@hotmail.com
-universidad-abierta-interamericana,Bioquímica,20/Dec/17,Neil,mueller,M,5,Cabaña-el-cisne,Carrolljoseph@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Dec/13,Justin,rocha,M,7,9-de-julio,Qsmith@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Nov/16,David,gill,M,40,Claypole,Hernandezkevin@yahoo.com
-universidad-abierta-interamericana,Diseño-industrial,20/Dec/24,Jacob,hughes,M,40,Arroyo-manganga,Nmorgan@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Dec/06,Caleb,evans,M,73,Colonia-hernandarias,Jasonwalker@yahoo.com
-universidad-abierta-interamericana,Arquitectura,20/Sep/26,Justin,carr,M,23,Barrio-indio-trompa,Hayden55@yahoo.com
-universidad-abierta-interamericana,Contador-público-,20/Nov/06,Jamie,williamson,F,43,Berisso,Francopatricia@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Nov/18,Jennifer,banks,F,10,Buena-vista,Vmullins@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Sep/28,Melissa,davis,F,46,Bajo-grande,Jonathanhart@yahoo.com
-universidad-abierta-interamericana,Farmacia,20/Nov/24,Cristina,dalton,F,81,Agua-hedionda,Randall14@hotmail.com
-universidad-abierta-interamericana,Medicina,20/Sep/11,April,gilbert,F,3,Caracoles,Hdudley@gmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,21/Jan/22,Teresa,leach,F,81,El-carmen,Sarah44@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Dec/16,Douglas,sanders,M,14,Arroyo-hondo,Ogreer@gmail.com
-universidad-abierta-interamericana,Agronomía,20/Sep/09,Matthew,wheeler,M,52,Cervantes,Vgonzales@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Sep/10,Dan,wu,M,26,Campo-las-puertas,Bryanreyes@yahoo.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Sep/30,Stephanie,watson,F,66,Barrio-villa-cordoba,Simpsonbrenda@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,21/Jan/28,Jared,kidd,M,0,Alto-de-las-plumas,Latoya97@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,21/Jan/21,Daniel,robinson,M,78,Gobernador-roca,Mhuynh@yahoo.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Sep/28,Timothy,reed,M,98,Cañadon-seco,Sherryrodriguez@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Dec/31,Luke,dixon,M,62,Chacras-viejas,Schaeferkaren@gmail.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Dec/01,Robert,eaton,M,11,Colonia-matilde,Jonathanchandler@hotmail.com
-universidad-abierta-interamericana,Ingeniería-en-informática,21/Jan/24,Dawn,mayer,F,26,Cuartel-vii,Jennifer74@yahoo.com
-universidad-abierta-interamericana,Ingeniería-en-informática,20/Dec/23,Julian,stephenson,M,37,Campo-horquesco,Danielle11@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,21/Jan/23,Nancy,thomas,F,80,Barcena,Ugarrison@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,21/Jan/18,Cynthia,lloyd,F,8,Alpachiri,David65@gmail.com
-universidad-abierta-interamericana,Actuario-,20/Nov/21,Lisa,wise,F,16,Avena,Sean77@yahoo.com
-universidad-abierta-interamericana,Medicina,20/Sep/25,Sheri,king,F,50,Pazos-kanki,Steven02@hotmail.com
-universidad-abierta-interamericana,Ingeniería-en-informática,20/Dec/04,Kevin,burke,M,20,Empalme,Swang@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Oct/24,Joseph,martin,M,56,Ciudad-jardin-del-palomar,Thill@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Oct/10,Lindsey,stanley,F,36,Jose-maria-blanco,Kelleyteresa@hotmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/26,Jeremy,villegas,M,73,El-dique,Yatespaula@gmail.com
-universidad-abierta-interamericana,Medicina,20/Nov/15,Jason,chavez,M,67,Altona,Wharris@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Nov/12,Julie,stephenson,F,67,Chancay,Bridget71@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Sep/05,Alicia,cervantes,F,6,Colonia-dos-rosas-y-la-legua,Vmolina@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Nov/14,Brenda,burnett,F,13,Gobernador-moyano,Evansalex@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Dec/08,Krista,ray,F,53,Alta-italia,Wmejia@yahoo.com
-universidad-abierta-interamericana,Contador-público-,20/Sep/12,Monica,davis,F,6,Lomas-del-rio-lujan,Andrea64@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Sep/14,Erica,kim,F,49,Bosques,Vdecker@hotmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,21/Jan/21,Amanda,ryan,F,7,Isidro-casanova,Ruiztodd@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Sep/16,Christine,mills,F,79,Drabble,Ispencer@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Nov/11,Alexis,peck,F,34,Gobernador-crespo,Sheilanash@hotmail.com
-universidad-abierta-interamericana,Bioquímica,20/Dec/16,Bethany,johnson,F,25,Villa-santos-tesei,Brandon33@hotmail.com
-universidad-abierta-interamericana,Contador-público-,20/Oct/01,April,george,F,11,Los-polvorines,Xjohnson@gmail.com
-universidad-abierta-interamericana,Agronomía,20/Dec/08,Yvonne,ramsey,F,46,Ireneo-portela,Jacquelinemckee@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Dec/30,Matthew,stone,M,56,Campo-rodriguez,Jgarcia@yahoo.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Sep/20,Greg,wolf,M,9,Aldea-beleiro,Johnhughes@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Nov/23,Christopher,may,M,80,Capiovi,Sarahrogers@hotmail.com
-universidad-abierta-interamericana,Actuario-,20/Nov/01,Tina,harris,F,29,Planicie-banderita,Mercerbenjamin@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Sep/12,Michelle,nguyen,F,15,Baigorrita,Bakernicole@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Dec/31,Sara,stark,F,58,Campo-ubajo,Fgilmore@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/31,Colleen,kane,F,68,Armstrong,Byrdrebecca@hotmail.com
-universidad-abierta-interamericana,Contador-público-,20/Sep/06,Melanie,french,F,78,Cafferata,Taylorrandy@hotmail.com
-universidad-abierta-interamericana,Ingeniería-mecánica,20/Sep/12,Morgan,miller,F,95,Antelo,Nsmith@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,21/Jan/23,Melissa,lloyd,F,5,Clason,Xwhite@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Dec/15,Scott,gomez,M,16,Colman,Angela86@hotmail.com
-universidad-abierta-interamericana,Bioquímica,20/Sep/23,Pamela,daniels,F,88,Isla-grande,Alexissmith@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,21/Jan/21,Joseph,mullen,M,39,Balsa,David60@hotmail.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Oct/10,Lisa,holmes,F,80,Comodoro-rivadavia,Foneal@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/14,Crystal,wu,F,79,Wheelwright,Brad32@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Sep/08,Breanna,jones,F,54,Cevil-grande,Wellsemily@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,20/Dec/18,Peter,thompson,M,72,Caracoles,Johnsonsarah@gmail.com
-universidad-abierta-interamericana,Farmacia,20/Nov/27,Crystal,martinez,F,51,Agua-los-matos,Williamscarly@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Dec/05,Robert,flores,M,58,Saladillo-norte,Howardkyle@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Nov/18,Carl,patel,M,32,Cushamen,Xgomez@gmail.com
-universidad-abierta-interamericana,Medicina,21/Jan/28,Emily,franklin,F,9,Anguil,Xburke@yahoo.com
-universidad-abierta-interamericana,Medicina,20/Dec/23,Joseph,patterson,M,23,El-trebol,Kerrpatricia@yahoo.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Dec/26,Troy,johnston,M,91,Bahia-langara,Wsmith@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Sep/06,Luis,rodriguez,M,75,Calera-la-norma,Nhoward@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Oct/01,Mr.,christopher,M,58,Carlos-keen,Stevensadam@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Sep/29,Anna,santana,F,67,Cañadon-ferrais,Tinahill@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Dec/31,Ryan,hogan,M,97,Candioti,Henrydavid@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Sep/23,Tyler,fisher,M,32,Abbott,Harrisdavid@yahoo.com
-universidad-abierta-interamericana,Ingeniería-mecánica,21/Jan/27,Robert,martin,M,8,Aromos,Tfleming@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Dec/10,Scott,sloan,M,2,Barrio-chapadmalal,Isloan@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Nov/20,Brian,andrews,M,16,Piamonte,Jessica24@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,21/Jan/09,Charlene,salas,F,61,Barranqueras,Martinantonio@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Dec/04,Christopher,martin,M,91,Calera-argentina,Jsoto@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,21/Jan/16,Kimberly,patterson,F,83,Sundblad,Hmunoz@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Sep/25,Mitchell,reed,M,19,Alto-pencoso,Michael46@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Dec/15,Jay,russo,M,56,Laguna-del-barro,Genehale@yahoo.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Nov/17,John,little,M,69,Cabreria,Fbean@gmail.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Nov/16,Lisa,knapp,F,31,Gorchs,Armstrongdavid@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Oct/08,Jeffrey,ellis,M,35,El-horno,Carolyncampbell@hotmail.com
-universidad-abierta-interamericana,Agronomía,21/Jan/22,Crystal,mora,F,74,Florentino-ameghino,Trevorwalker@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-artes,21/Jan/12,Kelly,rodriguez,F,61,Campo-caretto,Kwoodard@hotmail.com
-universidad-abierta-interamericana,Ingeniería-electrónica,20/Dec/20,Carly,hill,F,88,Los-laureles,Kwilson@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Dec/14,Lisa,young,F,70,Argentina-belvedere,Medinahannah@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Sep/19,Stacy,leach,F,66,Cañadon-del-toro,Leslieayala@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Sep/28,Dr.,wendy,F,5,El-brete,Jason80@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Nov/29,Brian,murillo,M,16,Independencia,Martindennis@hotmail.com
-universidad-abierta-interamericana,Agronomía,20/Nov/21,Andrea,ruiz,F,11,Calderon,Murphystacy@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/26,Sean,white,M,5,Barrio-batan,Ramirezbilly@hotmail.com
-universidad-abierta-interamericana,Medicina,20/Dec/31,Allen,bright,M,41,Banda-florida,Martinezcody@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Nov/11,Robert,powell,M,4,Campo-medina,Jorgesmith@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Oct/28,Lucas,hensley,M,78,Campo-quirno,Elizabethsmith@yahoo.com
-universidad-abierta-interamericana,Actuario-,20/Dec/29,Michael,ho,M,14,Colonia-los-zapallos,Bschroeder@yahoo.com
-universidad-abierta-interamericana,Farmacia,20/Nov/14,Joseph,bennett,M,39,Hospital-necochea,Barretterin@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Sep/05,Edwin,long,M,33,Alegre,Timothyjohnson@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,21/Jan/03,Joseph,baxter,M,13,Agua-de-castilla,Mbrown@yahoo.com
-universidad-abierta-interamericana,Medicina,20/Sep/03,John,williams,M,37,Acassuso,Andersonpenny@gmail.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Oct/14,Stephanie,rogers,F,2,Claudio-c-molina,Zcross@yahoo.com
-universidad-abierta-interamericana,Arquitectura,20/Nov/15,Kimberly,hughes,F,98,Agustin-mosconi,Rubenclark@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/17,Bobby,stewart,M,46,Abra,Michelle60@gmail.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Nov/24,Ryan,perez,M,58,San-pedro-de-iruya,Lynnmatthew@gmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/30,Donna,parker,F,10,Baradero,Reedmelanie@hotmail.com
-universidad-abierta-interamericana,Bioquímica,20/Oct/09,Elizabeth,barnes,F,16,Alfaland,Gparrish@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Nov/18,Scott,brooks,M,86,Kilometro-112,Benjaminelliott@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Jan/19,Jacob,mckay,M,94,Caichue,Patriciawilson@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Nov/29,Christina,rocha,F,5,Gobernador-crespo,Robinsonthomas@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Nov/16,Amanda,cunningham,F,40,Bustamante,Fosterjennifer@hotmail.com
-universidad-abierta-interamericana,Actuario-,20/Oct/29,Elizabeth,glover,F,3,Barrio-don-santiago,Patricialong@yahoo.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Sep/25,Wanda,bennett,F,5,Gaboto,Lindahernandez@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,21/Jan/25,Jessica,martin,F,5,Gorchs,Gardneradam@yahoo.com
-universidad-abierta-interamericana,Licenciatura-en-artes,20/Sep/14,Todd,spencer,M,71,Arequito,Jmullins@yahoo.com
-universidad-abierta-interamericana,Ingeniería-en-informática,20/Oct/20,Melissa,miller,F,78,Algarrobo-grande,Jacquelinevasquez@hotmail.com
-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Oct/05,Drew,byrd,M,0,Villa-saboya,Connie92@gmail.com
-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/13,Heather,hoover,F,94,Arroyo-aguas-blancas,Mitchellcharles@gmail.com
-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/28,Denise,harrison,F,63,Colpes,Davidherrera@yahoo.com
-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Sep/21,Angela,hill,F,32,Aguadita,Andrew86@yahoo.com
-universidad-abierta-interamericana,Ciencias-veterinarias,20/Dec/27,Daniel,kidd,M,11,El-dique,Lindsay99@yahoo.com
